reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOF2QEsE3AN3EwnWEg-PYAzifKaMiazjVnZ6glCew9xn2cjITG7n0PvkKhseK2JjuWUkVbICHfxfuxqMQg,Shady Mohamed,https://play-lh.googleusercontent.com/a-/AOh14GhH3pTloTnNwQ0vndVzDnBZJlFt6hww2WwuV_Ly5A,it's lagging alot,1,0,335.1.0.36.116,2021-11-30 19:50:14,,,newest,com.facebook.pages.app
gp:AOqpTOHsh5SK3DhD3cGuR29pm1V8fjho18VLi0QWR_sXRTg77aKMn9LrS-GDFz5GIRYRiwNcVhIS7yDsXqyH4g,Gareth Jones,https://play-lh.googleusercontent.com/a/AATXAJx_CYtdNG-pumLjCQdZryzperdPHfIfybflnl0b=mo,keeps switching off when you are needing to use it click on something goes off,1,0,,2021-11-30 19:21:54,,,newest,com.facebook.pages.app
gp:AOqpTOH50rCHnQs8-sKJE3xzVZNpZw8hd7n94ZK0JG3d562WtBWaDI4m6Jy5BW8WEdEvaNSKlrDJoN8MyvBNqg,Lu Naira Du 237,https://play-lh.googleusercontent.com/a-/AOh14GjuXA3F59WrUTkiS0kiGVufijPm-BmF9ZD7khhXLQ,I can't post on my Instagram account with business site,1,0,334.0.0.37.117,2021-11-30 15:47:18,,,newest,com.facebook.pages.app
gp:AOqpTOHKEvQWv-_ZBdrfF1V_XPOtg2Q38FXUIADX-tsGUO9ndJ8jIqwga3h9N9HLeGeW88S0lq1OTA4kX5hgLA,Danielle Restall,https://play-lh.googleusercontent.com/a-/AOh14Gg_PFTVP_wn7GiA1NIi9905cGk97BQxch2Ky1Do0g,"notifications are weeks old fir new messages, and doesn't give you up to date message or comments",1,0,335.1.0.36.116,2021-11-30 14:14:04,,,newest,com.facebook.pages.app
gp:AOqpTOFjpVCVRnk_nz8xhlJAm8LM1wxsOmh7qvbRIA8ZadMKjSOOxsXR6OSC3IWZXpTXLA2Hm6uYgpigqI_JsA,Joe Gu,https://play-lh.googleusercontent.com/a-/AOh14GiL1duT_IL1T4BFzyOqAAvFWQyq7jZzSiytrhj9tN0,This app has no functionality. Its not good for aphone at all. I can't even edit my page. Trash app.,1,0,335.1.0.36.116,2021-11-30 14:05:27,,,newest,com.facebook.pages.app
gp:AOqpTOFodxlOoUFHeRFz_jWh5lviKekn612tyj3XIb9i0kw7oOBnBqA1bTMiFE9AzZAyY-NScnigd2LEI3126g,Catherine Whelan,https://play-lh.googleusercontent.com/a-/AOh14GixPeH3Ijk-jncNWiaew7JUQujqHdFuDnd1Es8c,Not working,1,0,102.0.0.15.67,2021-11-30 12:18:25,,,newest,com.facebook.pages.app
gp:AOqpTOHKqjiD1nY8jWFjToPaVfoM_E7WSnBQ4ZbnOp7-fVW1gK3DVxV1MLQg4eLq7_HIW5EtQW_hIfzT1NokmQ,Ravys Media,https://play-lh.googleusercontent.com/a-/AOh14Gj-hwq04DeK-omq45KNykcFprhzgGfrZVuAPcZr,waste application..no proper logo also,1,0,,2021-11-30 11:53:18,,,newest,com.facebook.pages.app
gp:AOqpTOGpKYIBbVAETOfl5ZhfC1gwEp0CPuu5XVUkob0jLCQeh10gzoWCePDRtgyQpKX0X6fftjbEPddL98HhJw,Bruno Robles,https://play-lh.googleusercontent.com/a-/AOh14GiPhYa-ULipQU3Qr_bmvcm1A6_6hJfFl2_NekWCCU8,Absolute trash It's like FB decided to remove every single piece of information useful for pages management and updated it with an apparently functional app.,1,0,335.1.0.36.116,2021-11-30 11:26:27,,,newest,com.facebook.pages.app
gp:AOqpTOHtXtuyx0314KYBujjprSMdqUrEmgy1n7GJEtoOvcKB0tA6IifRo_NkMO8elzAf6QD7MNssm4Dpwd_WMw,Christopher Payne,https://play-lh.googleusercontent.com/a/AATXAJyUp-vWWRs1MZ3MuK4sK9BSmZHJQZ4Evw_nehny=mo,"Every update makes this app worse! So frustrating! Now post show no details or heading when you try to click on them. Continuously force closes. Videos won't play after posting them. Plus several other issues and bugs. 8 months ago this app was great! Leave it to Facebook and their amazing team to ""update"" it into the ground.",1,6,335.1.0.36.116,2021-11-30 09:14:46,,,newest,com.facebook.pages.app
gp:AOqpTOGY-bYMQlpwnBh5GI3LYI9JbX5Y5REYG0HH1lUOOw0qII6MZseLOhPGQYbOzApy19jxIZpBoAxvtxKQgA,Jeanelyn Villasante,https://play-lh.googleusercontent.com/a-/AOh14GgendWbRHRoLiEzY4SdCoU2GBo3e4gytOltYHC7,🌟🌟🌟,1,0,335.1.0.36.116,2021-11-30 08:11:40,,,newest,com.facebook.pages.app
gp:AOqpTOEdC0dGXYa5Ljv0NSDWAisx9vwW-j1zc7_zkFp6B2w_Q97UiFHq9FJXeEdue67xcrMBRtp9zE9de3aZ0w,V C,https://play-lh.googleusercontent.com/a-/AOh14Gj7GDIt9htCjG62WO5RBPxjPS9nO_5Q_9gQKf1vjw,I can't do have the stuff through the Facebook website . Useless app.,1,0,335.1.0.36.116,2021-11-30 08:09:06,,,newest,com.facebook.pages.app
gp:AOqpTOFIDhnHEAXS2sNYGd46EKbT9riV80ySTrOUzrJSxeGWbEmN9t_7ChziDBe1O1G2gM2DId02ARd8r3kQTQ,nurjamal ali,https://play-lh.googleusercontent.com/a-/AOh14GgjDt0wrmz7r9Wtw4UfurkcHfW5ofJoGiu2mYSg,nic,1,0,335.1.0.36.116,2021-11-30 07:00:59,,,newest,com.facebook.pages.app
gp:AOqpTOEsZ0De3Aw4cuhrqGEL9hKFBxwvjFI82F4s7-KByfKNzpvATrcyWV6SAbditn3I2dffkRSC78a0hheKpA,naginder singh,https://play-lh.googleusercontent.com/a/AATXAJz_DRxdJN3bUiRsFqPgJwpdvI0P7EptPzGt6nDZ=mo,Very bad experience with this new updated version when upload a post no time shown on this app.,1,0,,2021-11-30 06:03:48,,,newest,com.facebook.pages.app
gp:AOqpTOEajHVIAEdK3OQBIpihPTl-k8uVTjiEEwLIarZrImitWUtEWRKMPwSYjEAU6HJttfIbrHxT5qstO-ePDg,C Jarvis,https://play-lh.googleusercontent.com/a/AATXAJypAzhIpn2hbS3HAYPS6ExwO3SuPyIctoh8GM1r=mo,A great app for being able to view the hacker that got into your page that Facebook refuses to remove. Less functional than the mobile site and even less functional than the desktop.,1,0,335.1.0.36.116,2021-11-30 03:51:35,,,newest,com.facebook.pages.app
gp:AOqpTOGHw3gywVxTretwtxb0ZKC9zPHTBU-H_1RpffVc__yuKaL71KFeZKDM7R1PnNe0yo_eY0puZlf1g86wYw,Scott taylor,https://play-lh.googleusercontent.com/a/AATXAJw-Jrd2Z4yAyYOfKEjGrveQ1pnffiayjzkZwaTG=mo,Takes upto 24 hrs to receive notifications. Constant error messages. Unless app,1,0,335.1.0.36.116,2021-11-30 01:42:11,,,newest,com.facebook.pages.app
gp:AOqpTOEnd8D7-eea31oIk2zzoLDVd6WFSG8UTnvrTeRyBdfLPYxif__QkjHdthBWcwzGJzEaJwjI-GDsJQz_JA,Vanessa Smith,https://play-lh.googleusercontent.com/a-/AOh14GgdFExOkWDNg-Jcg6HoNIt6wbO8MBXrUBBCuXgQGw,"After recent updates, the app will no longer allow me to open my own business sites an answer customer questions, it says I no longer have permission to do this",1,0,241.0.0.27.235,2021-11-29 22:08:18,,,newest,com.facebook.pages.app
gp:AOqpTOECAuDMuKvR1hxNhHeYogh8UZBFjxVNaQApkESwCaLMkxFu19IsHdDMbjprDwJ32Dqj_jvBXKIYW7hRkA,Normelene Ibañez,https://play-lh.googleusercontent.com/a-/AOh14Gjb5Ub3TF3UJWA3FA-fiTumrc0gRu2Sd5eDH1TOFw,"I can't able to post a schedule, please fix it. And i will change my rate to 5stars please improve your app.",1,0,335.1.0.36.116,2021-11-29 20:06:26,,,newest,com.facebook.pages.app
gp:AOqpTOFjH2M9C5pQIzaImO0Bcva2UIK0tS10tyXFEHnwb_pT-brqYmd3wX_lZoMLNmObstFH0sWxrIPDO4I-9w,M S,https://play-lh.googleusercontent.com/a/AATXAJwXwCzztCijMTO34MdVwChO1usxiXEoWQLEgAig=mo,"I have had to uninstall and reinstall this app multiple times hoping that the issues would be fixed by doing so, but years of this now, it's definitely just the app. I manage 2 businesses through this. I try to respond to comments and it's a crapshoot if my comment will actually go through or be lost. To save energy I usually go to FB main page via the net vs app, and leave my comments there. And I can't always see who is responding on my posts. There's more but my word limit is done.",2,30,335.1.0.36.116,2021-11-30 20:43:22,,,most_relevant,com.facebook.pages.app
gp:AOqpTOE8lEBpULseTdsuX5eOipgmeanQzutYnkeGhY2zBTnaUbOUqWZyQrDITFN-a0nhlK-Yc92UO_ntMuUtMw,Nick Kraus,https://play-lh.googleusercontent.com/a/AATXAJzE0xX-vGYknwCVaSRCYGePhWafuZrrFE04fX1a=mo,"Its a great app but when I'm on it, I can't see any of my posts and if I click ""see more"" it just shows the picture and no text. Nothing is time stamped either. This app use to be so much better than this. I know it's not my phone or app casue I go on our page from my wife's phone, and everything is normal. Also been getting alot of ""this content isn't available"" when I didn't even make a post.",2,15,335.1.0.36.116,2021-12-01 08:12:43,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGJ_3uY8aBGpyfC3dqgWf7o-0Lvke3b9z7oyI0rV7iNay36lMKuk6zeUsz7NjMX5j_Pjb-VpS49wJmGKQ,Karl Allen,https://play-lh.googleusercontent.com/a/AATXAJyXPtRwTuPCvom4-cqm_5ZJ43Y-5WOF7tz7fHE5=mo,"Slow to update posts. Like days before they show up. I had the old version on my phone until today, and this version on my tablet. Never a problem with the old version, always behind with the new. And the tablet and phone are always together for business reasons. I was forced to update and now it keeps freezing up!!",2,27,335.1.0.36.116,2021-11-22 01:14:52,,,most_relevant,com.facebook.pages.app
gp:AOqpTOE7FamqLZqyeprI4Wi5zr3nlbR9djtgbcnYNVvzj1rFlyamIWL0hHRSnA5ejMSalWllWuhwRSUzWg6RcQ,Sherry Brubaker-Pollock,https://play-lh.googleusercontent.com/a-/AOh14GheeuR07kPFCac_DMAGImKgJAjByabWxw4oqoFYlQ,"I got Business Suite to help me manage my Facebook business page. But thanks to recent updates, it's become an aggravating, useless tool. The worst thing is that I'm not being notified of direct messages. Since Facebook uses the length of time it takes for us to reply in its analysis of our responsiveness, those notifications are crucial. I also don't understand why Facebook decided to remove the date and timestamp from those messages, along with our ability to see commentors' profiles.",2,85,335.1.0.36.116,2021-11-25 20:55:57,,,most_relevant,com.facebook.pages.app
gp:AOqpTOFGrWxR2imVr9tnV8IWzsnd1DOJTWbltpC3Oq2EG2WfNdZwzPd4JNzzW3ncvHHOr96d7cw7EjFoSpMK2Q,Robin Greenwood,https://play-lh.googleusercontent.com/a-/AOh14GhDYNP9ytvVySEb7XvqB-U8NvtQVWPxETqC6uTU9w,"Difficult to use, can't use in landscape mode. Facebook has created so many different apps to manage your business page and none of them are user friendly. It was much better when you could create and schedule posts directly from your page.",2,0,335.1.0.36.116,2021-11-27 23:28:09,,,most_relevant,com.facebook.pages.app
gp:AOqpTOEZq5i29XD9wtaRdVtiDHNXjlUNp8oXKih42nc-_PjlTj71OFXpgySgX69IXXCQsR50a_0AXR2JkNbVDA,Tricia Wain,https://play-lh.googleusercontent.com/a/AATXAJxuSlFaGxB6qOcjNZGjUVIyil7xBXnkoehq55T_=mo,"It used to be way easier and there were no updating issues after a post was made. Now, if you have more than 1 manager, it is difficult to know if someone else has made a post or not - resulting in duplicates.",2,0,335.1.0.36.116,2021-12-01 00:43:58,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGLShAA4p-iEfkkAo9v0mGAELwVM0_Gye1gH1E7RPKY_qgVkaJHOTpZ_QzeOIjBOG-Wp258CsJKGqdd_w,Emily Duncan,https://play-lh.googleusercontent.com/a-/AOh14Gg3ChU0ZBC8XvkCa1rFyUO_CoOdlFYqaPGzXMZ-nFM,Too many limitations when using this. 99% of the time I have to get on my laptop to so tasks for my business page because the app either doesn't have the option or it makes it way more difficult than it should be.,2,0,335.1.0.36.116,2021-11-25 19:53:03,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGNRBDtbwVQWXNM-kKfXabpU3pielMmADIUwY0Mz98WLAkm0r0k1liaZSU-wUuWKZCPhnGz5GHhN6EEvg,Stephen Abbott,https://play-lh.googleusercontent.com/a-/AOh14GggTM2-WnqOS028ss8AxQGqFHfgEKnY0dT01oEWPw,"This app continues to be a big disappointment. Today, for instance I opened it and was unable to schedule any posts. This is very disappointing because I use this for client work. Please explain why this is happening and when it will be fixed!",2,21,335.1.0.36.116,2021-12-04 01:14:18,,,most_relevant,com.facebook.pages.app
gp:AOqpTOHgDZ74aA_60ReUK2E6WqdS8mqBFFRnA_nIHzSwHMM-3Xqe258lzCZPyUpoaCEl21B9ZTYGDRtEuFU6ag,Danielle Fisher,https://play-lh.googleusercontent.com/a-/AOh14GjzbFgDRm40ICYCN6Njoe-DvF9Tg-fYQd14RpyhDQ,Beyond frustrating! It is super slow and I'll write a whole comment just for it to hang there and never post. Now I can't get into the app at all. Not being able to get to my biz page for hours is just ridiculous,2,50,335.1.0.36.116,2021-11-23 22:59:41,,,most_relevant,com.facebook.pages.app
gp:AOqpTOF3YHj7ye4mxr94L2dvT1srpTWEZIlQivL9t7G7exsnEEp_GB3-uu3oFP6H7Xbfw55nK97ccyptCPzOLA,Kayleb Dunwoodie,https://play-lh.googleusercontent.com/a/AATXAJzYf1k7idea6kSi2IH6Bk188wchRQoobe5w7xAD=mo,There is a significant delay between messages incoming and me actually receiving them. The app will show me half the message then maybe even hours later the full message is shown.,2,0,335.1.0.36.116,2021-11-29 07:51:29,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGUJUkXTcesdDjb3ncE7guCqxUazgGw9mjyiCgzMuwIcsuH2oGyqMCG_CmX8uWAYgcCjwlnfuvZgfjh4w,Carlada R.,https://play-lh.googleusercontent.com/a-/AOh14Gge5GLlx5zmfDu1Jdy7ER1GIQAF0n72Gzc3x5ifzb8,"Needs work, but is helpful. Update: Now the inclusion of nonremovable FB labels is complicating my process, especially with repeat clients.",2,0,335.1.0.36.116,2021-12-03 03:59:40,,,most_relevant,com.facebook.pages.app
gp:AOqpTOFckEnDLF5Nui3CSNKHPnSaDfduxrUbs_GSirZHN4I1pwMhSMAI58EEBG6oHeKDpKpCvXwSvtY6_JCmnA,J. M. Montes,https://play-lh.googleusercontent.com/a-/AOh14GjeRmmsRtm4hfAWY19Bq9DyChrBVrZ2ww5A-39_vsg,it's too slow. keeps crashing. you upload the pictures and instead of posting them it crashes and you have to upload them pictures again.,2,0,335.1.0.36.116,2021-11-30 21:26:59,,,most_relevant,com.facebook.pages.app
gp:AOqpTOH-7ZzU-CFYELL64H9E_3ijg-hEYxlaLSzw5UdWm-QGegktYeTtVY2rzBZTQw6jqm-uxHhPv_HzurJCAw,Kathy Dill,https://play-lh.googleusercontent.com/a-/AOh14Giwi3doXpZBondweov-SHM2huzY5Dagw54Z19w6,Can only download one photo. Can't understand why I can only download one photo. I can't run my business and show product with one picture.,2,1,335.1.0.36.116,2021-11-17 19:43:22,,,most_relevant,com.facebook.pages.app
gp:AOqpTOFURnm9NxVfM8WJApS9c21NNy1_XO_iaXe-YEek1VNE0S1yfYINmDxNlI32H_J2DJDK-hG5wWO0DQae0w,Celena Tovar,https://play-lh.googleusercontent.com/a-/AOh14GjajrDMC-4D-U8hDhIceXwC_nq9TS-RkTHgxP0RYw,Used to love this app but it's not doing right any more! Can't see my text in posts and multiple other issues. Please fix bugs asap,2,0,335.1.0.36.116,2021-12-02 21:22:50,,,most_relevant,com.facebook.pages.app
gp:AOqpTOEtdtDd-zuXJe5Q7WVqDOq-CDO3WVEmfpJx_DtylzapPGgCqj-WwqQGMw6ah57rGH6nwYDtoznCIzucKA,Chrystal Verrengia,https://play-lh.googleusercontent.com/a/AATXAJx5b2pFxAUJmih_XbxhllghZGoNS2eF_9HnUmfA=mo,"new update sucks. the new calendar feature isnt helpful, the suggested future post time keeps reverting even after I change it, and only schedules IG posts not FB posts. Bring back Pages Manager 😭😭",2,0,335.1.0.36.116,2021-11-29 17:16:37,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGGOVJR3qQTsepVxue5O5w-ywZUaY0aKwlvgQlrfayhC6t3wXKjAiifAnWIqNnr8Ei5PF-samDr6ksIOA,Robert Poglitsch,https://play-lh.googleusercontent.com/a-/AOh14GhgOxicbUb5dS8TCu-RlIJh36agqsdPBsYFpFz4hQ,I manage multiple pages and the transition back and forth tends to be buggy.,2,0,335.1.0.36.116,2021-12-04 18:17:51,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGtrnLdVnX8R2x6g1540wqFHuB0vEceTp9LMw69KeLSGy8P0KXsQbEGhc2TLgb_5aY6AuMoMbl9M6oSCw,Kacy Gerstner,https://play-lh.googleusercontent.com/a/AATXAJyHT4votOczOzmZTUxT_I_piA5FgPRp1dy4di9L=mo,"I can't invite customers who like my posts to like my page, the invite button is there but when you click nothing happens. Also, you can not upload more than 3 pictures with a post. Sometimes notifications are there and sometimes they are not. Definitely would prefer to switch back to pages manager app. Please fix the glitches! You are a multi million dollar company, I don't see why these things are not taken care of!!!!!",2,151,327.0.0.20.117,2021-09-22 18:47:19,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGuyE8LclOwMw1dfcOycvgSynYVfvwNOYBL2d-0Sm79YTBltJgVHl7J2Pyl2ArQJa0D5-UqeWKDUYBonw,Nettie RG,https://play-lh.googleusercontent.com/a-/AOh14Gh6ZOBmlUCKM40ffYGeRk8tlvV3HW1moPQb4SCl2mg,"So glitchy the last couple weeks. Upload notification wouldn't go away, but doesn't notify me that I do receive notifications. Get random you can not post (wasnt even in the app) now getting a notification saying app error close now/wait/report every 5-10 minutes. Been using for at least a year and it has never been this buggy. New update or something?",2,13,333.0.0.36.116,2021-11-03 01:27:07,,,most_relevant,com.facebook.pages.app
gp:AOqpTOHikhKtFxvYjFM7BVQy0hs404Di5KIm2LnBNc2vRjE9sozyUhEZOY-C1nHIonCedG_MN7Wo9EDhSmH-LQ,Tanesha,https://play-lh.googleusercontent.com/a-/AOh14GjYI7MPKPb1U7ILuWs3dWApsJzg6CSMXb6bj6QVmg,"It's hard to do things in here, much easier to do it through the basic app. And trying to connect Facebook and Instagram it causes more work. Easier to copy and paste. Would love to turn off messaging completely, there's no way to do that. There's not really any help if you have questions.",2,118,328.1.0.32.118,2021-09-26 22:23:44,,,most_relevant,com.facebook.pages.app
gp:AOqpTOFYk-GCjWicwRpbdw89oz_HXc6WvkFLGIcf8tr7Ydiyn8HUGpRFQBIr9HY_D0xYwW4A60qJFUbEYYZAGw,A V,https://play-lh.googleusercontent.com/a-/AOh14GjJOjU4gb9fAn0KG7GMUnFLGK3RJ2z-MLEnhhNMJA,"Worked perfectly fine yesterday. Today...it keeps giving me an error that it can't upload pictures. This is a detriment to my business - as the pictures of my product are what ""sells""! I have tried all day to post...same error.",2,6,329.2.0.33.118,2021-10-04 04:07:48,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGTx7LFPIs-Tcs8Ccfp35Omob47tWgJmBMdT_5UKoLJ8Vuh0Ida3jZ_yMB1JPDv-4x8hnfqwE16fOl7Gw,Kae Wrenn,https://play-lh.googleusercontent.com/a-/AOh14GidOVRmJMA3xkqIE8QS1gBGDzaAWIne9qmWN7e5hBE,Almost works!! I scheduled a bunch of instagram posts that had captions when i scheduled them...but business suite posted without the captions. So i had to delete everything and repost it all which defeats the purpose of scheduling. This app could be super helpful if it actually worked.,2,3,327.0.0.20.117,2021-09-25 19:10:44,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGFKgOPa9sq-g17tIjDcKVSXAbehcP-Z_EDbkf78EP4JZx6iGcWxJxoM0dZRZ9cfMYAvf482XmW4w8vAA,Trenna Cannavino,https://play-lh.googleusercontent.com/a-/AOh14Giink8RH0yk89-8ViLAyufcFMSHZgmJwRcx45TA_QU,"Hard to use. Cannot tag followers, ppl cannot post to your wall. It's not a great program. You're notified u have a message and it doesn't come through for 15 mins to a hour. It's a horrible app but what else is there for fb business pages. Come on fb... Get w it",2,6,329.2.0.33.118,2021-10-02 19:03:33,,,most_relevant,com.facebook.pages.app
gp:AOqpTOHqVTr_zqVNoko1CrvQXmEcibrcVGPdV8uJ-ToGbyMOt3tcvV1TZ-GfMY1pc84ncz4AKlvYxOJr0laoNQ,Molly Bishop,https://play-lh.googleusercontent.com/a/AATXAJwIebOU5BfvcDpkf-2jw0MuZ4bgAUfwwxqd7los=mo,"It's nice for answering messages and tracking comments, but not great for responding to those comments. And 9 times out of 10, when I try to make a post from the app, it fails. Pretty useless overall!",2,2,327.0.0.20.117,2021-09-26 03:55:58,,,most_relevant,com.facebook.pages.app
gp:AOqpTOGdQjPKXfAc4RkNunnHaLR0AYwuDuogZ9ej6vhwkcyej3QJFi4WI9_cpzjFILGQFDsxhyo5H-XSh2shMg,Bekky Rawlinson,https://play-lh.googleusercontent.com/a-/AOh14GhF5nDjDJt2AW2353MNYe2s_d-ZsqnTuFCFQDqd9g,Are you guys having a problem with your app? I've restarted my phone several times and it's consistently frozen. I've been closing it and opening it for several hours to get it to work and it's just frozen. Won't do anything!,2,3,329.2.0.33.118,2021-10-05 00:47:59,,,most_relevant,com.facebook.pages.app
gp:AOqpTOG1MpdtBrfjBods1bF2mta82s_npQ1hcR_SXEnMg6ZM4h1RMgH-_xDfLpKw55iKwPjsFzsJ8Hn9faEI5A,Snow Frost,https://play-lh.googleusercontent.com/a-/AOh14Ggqs_NxxaJcyCYSxwuVLBqspXSyt3wmva1oScjSRFQ,For my Chrome book it's very laggy. It works rightnow so that 's all that matters to me. As far as my phone it works really well and I could not be any happier,2,2,327.0.0.20.117,2021-09-20 19:56:18,,,most_relevant,com.facebook.pages.app
gp:AOqpTOFOMY883TFArjTTFpQRAvJHj1mn8Epk9fqlJLOGmANnGyvtF8i_TRqKKsefNuv41WiZAuZMcc7_hpP9Nw,Keith Howe,https://play-lh.googleusercontent.com/a/AATXAJwiYuyBAit-6hdL9OzwjZNeidiPn7RhUrU1n3GP=mo,Having g a hard time receiving messages. Says new message but can't read them. Really hard to run a business when you can read messages or get notifications when you have a new message.,2,1,327.0.0.20.117,2021-09-21 19:54:00,,,most_relevant,com.facebook.pages.app
gp:AOqpTOENsjqO9hzuLvP5Bujb5IKThjp8asf04dnhUR0sqEP9zGaeUZKbgzBsVKsbYqm3tNu9gyMCJxZu9QlkmA,John Flynn,https://play-lh.googleusercontent.com/a-/AOh14GjSDLLJgKQeO1_f7Sb2mk_rwIK4_srjDAXxrx_p3v8,Changes being made all the time resulting in our page not working properly. This app never works. Please fix. I now cannot invite people to my page that like a post or picture,2,3,326.0.0.26.118,2021-09-11 08:17:47,,,most_relevant,com.facebook.pages.app
gp:AOqpTOFwz40CGVCyw_QPX_-cGiqhdTtZxV3FM1dxfkqJoCSCBaJXBdoR47M1zD8atYDIW6-NLiz6Vf3Ib4nKtw,Brooke Miller,https://play-lh.googleusercontent.com/a-/AOh14GhOOQAjU0tEEqpKx35XAA_tQfRPp8E2OjBywU180g,The recent update (9/26) prohibits me from seeing what our posters are saying. I see a post come through but can't see what it says. Seriously setting us back on our page and how we function as a business.,2,4,328.1.0.32.118,2021-09-26 18:41:12,,,most_relevant,com.facebook.pages.app
gp:AOqpTOH8kZLBki6TP9P51T3eqUuTyhWpsT4wVCjGhBTEIHmvWYlhPdKg3xkRGOJwWYY3d-rAR3XN_2fc2xUWqQ,Jim Brady,https://play-lh.googleusercontent.com/a-/AOh14Gi5c9oJ8sFKcpl4vWtArWQ61Ol9FIOw3VeucEr9,Page Mgr. much better. SUCKS! This limits text characters. Won't take as many characters as Facebook!! Improving...,2,53,334.0.0.37.117,2021-11-10 18:45:17,,,most_relevant,com.facebook.pages.app
gp:AOqpTOHHfHY8KfaotkC2agnNAzKIHhP4jU9a2X7u9u_3QVtUKALdHtti-TRqTgO37YHtuybYF4PgME7ys5k0pQ,Mariah Sarver,https://play-lh.googleusercontent.com/a/AATXAJwbBVi_szT4sOE8VgI9C4SyQg2twwkVn-xchzfi=mo,Frustrating that not all my information is loading. Not showing who has done the reactions on posts or comments under the post fully. Messages not showing up when clicking into the message section of the app.,2,3,329.2.0.33.118,2021-10-04 20:45:33,,,most_relevant,com.facebook.pages.app
gp:AOqpTOHTkYPbarVdW2JMv9jula6shxNUgsviZSceK2n-FboKnMEnRI6u8Qy9NyCEmj1nQ3ebOIrIcnNZHWf2bQ,Toni Krekelberg,https://play-lh.googleusercontent.com/a-/AOh14GhA_qoZDtz-VnAQVxesFdLSihhR5jTue4sEz5ZEm4U,"Not in love with the business suite, it's difficult to get pictures to fit just right into the posts so they can be viewed properly on both FB and Instagram",2,2,328.1.0.32.118,2021-10-02 17:41:06,,,most_relevant,com.facebook.pages.app
gp:AOqpTOHOrvW8cVZBtIjxpcDUHPNZ_M9Fajlx5enW-k9ErK_Q7gAZmz9fgprQtshT6W_EUdgi2L_f65tZVW5ouw,Michaela Conder,https://play-lh.googleusercontent.com/a-/AOh14GiQF8mFF8-lFFPdiKxBubXp8LYUYFo7yNfF_2JZ5gI,"It is only moderately user friendly, and it tends to be slow when integrating with Facebook and Instagram apps.",2,2,329.2.0.33.118,2021-10-16 01:09:46,,,most_relevant,com.facebook.pages.app
gp:AOqpTOEqPpqAiA7Ro4i9R1VPSPxTg2TS5r5zOEP0dCpY0KW62qpLVVpELoxqfDIMtyrkX7z4_5rf5J7bJ8lRHw,Livvie E,https://play-lh.googleusercontent.com/a-/AOh14GggE6MoJ33Ty5mm2yYD1-h-k9hqTrauReBInZ8x,"This app sucks but it's very handy to be able to run your business through here, even though every single update makes it worse.",2,1,331.0.0.25.113,2021-10-24 06:49:47,,,most_relevant,com.facebook.pages.app
gp:AOqpTOERYq6IR_hqtIVaPyEvzB7PKxjAXSlBJJINsHgaOURZMJEsIyCzl4hGvUewGl7jqk_Rjb4NwCyKki7D6g,Malichi Seven,https://play-lh.googleusercontent.com/a-/AOh14GjfaRQaA6s8E-j469iWOp1c-CDIupNDwNGr-WU15A,I'm not a fan of this. I can't even find pictures I've uploaded over the last several years. It is not easy to navigate.,2,0,327.0.0.20.117,2021-09-21 19:27:21,,,most_relevant,com.facebook.pages.app
gp:AOqpTOF_-oz2Z_tv-c6_jllGpRueMb4TLCwwaw9agNW-wxyzUaL_Hcdchgi1l57-Wc0RC_qc1KCYeyG66u1wxA,Pamela Hunt,https://play-lh.googleusercontent.com/a-/AOh14Gi1uIAc5JHfzVz8invYbF2NyRniKl2j3IBxDLWEjQ,I don't get notifications most of the time. I have to constantly check it if I'm waiting for a response.,2,0,327.0.0.20.117,2021-09-24 08:20:58,,,most_relevant,com.facebook.pages.app
gp:AOqpTOG9HXgocRM7LGlz4O6aXq9bxU5y_zCv09WvuDIS7d_nfKRWd0owXMs5aynKq3RmK7ddDgduUmSoAQjEBg,GerrySandy Gathje,https://play-lh.googleusercontent.com/a-/AOh14GhndF3AhAH46VLrKNEH4kDxWDxcayDc978Gju85Wg,Just Updated and Facebook business suites is have lots of issues. Hopefully you are working on it. Anything we can do on this end? 🍂 We can't see the names of individuals who have liked our post. 🍂 We can't invite them to like our page therefore. 🍂 Our People Reached numbers have plummeted which is very odd. Something is not correct because it will say 0 people reached when others have already liked it. 🍂 Struggling to upload post. Had to go to our private Facebook page to upload.,2,6,328.1.0.32.118,2021-09-25 18:00:47,,,most_relevant,com.facebook.pages.app
